"forras","operativ_program","program","varos","nyertes","leiras","datum","osszeg","Jogallas","Megye","Kisterseg","Lako_nepesseg","roma_onkormanyzat","tipus","ev"
"GINOP-7.1.1-15","GINOP","Nemzeti Kastély- és Várprogram turisztikai célú fejlesztéseinek támogatása","Füzérradvány","Forster Gyula Örökségvédelmi és Vagyongazdálkodási központ ","A füzérradványi Károlyi-kastély turisztikai célú funkcióbővítő fejlesztése",2016-03-22,1500,"község","Borsod-Abaúj-Zemplén","Sátoraljaújhelyi","293","van","HH",2016
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Galambok","A Nap Harmata Közhasznú Alapítvány","Galambok szárnyra kap",2017-02-08,25,"község","Zala","Nagykanizsai","1230","van","HH",2017
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Galgaguta","Balázsovics Pál egyéni vállalkozó","Balázsovics Pál egyéni vállalkozó kapacitásnövelő beruházása",2016-01-20,44.57816,"község","Nógrád","Balassagyarmati","614","nincs","nem_hatranyos_helyzetu",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Galgahévíz","GALGAHÉVÍZ KÖZSÉG ÖNKORMÁNYZATA","GALGAHÉVÍZ KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,6,"község","Pest","Aszódi","2488","van","nem_hatranyos_helyzetu",2016
"KEHOP-5.2.9-16","KEHOP","Pályázatos épületenergetikai felhívás a közép-magyarországi régió települési önkormányzatai számára","Galgahévíz","GALGAHÉVÍZ KÖZSÉG ÖNKORMÁNYZATA","Galgahévíz középületeinek energetikai felújítása a KEHOP 5.2.9. kódszámú pályázat keretében",2017-02-21,83.193983,"község","Pest","Aszódi","2488","van","nem_hatranyos_helyzetu",2017
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Galgamácsa","GALGAMÁCSA KÖZSÉG ÖNKORMÁNYZATA","GALGAMÁCSA KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,5.972691,"község","Pest","Aszódi","1734","nincs","nem_hatranyos_helyzetu",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Gara","GARA KÖZSÉGI ÖNKORMÁNYZAT","GARA KÖZSÉGI ÖNKORMÁNYZAT ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,5.933821,"község","Bács-Kiskun","Bajai","2307","van","nem_hatranyos_helyzetu",2016
"GINOP-1.2.1-15","GINOP","Mikro, kis- és középvállalkozások termelési kapacitásainak bővítése","Gelej","AEDIUM Épitőipari és Kereskedelmi Korlátolt felelősségű társaság","Az Aedium Kft. műanyag csőgyártó üzemének kialakítása Gelej községben.",2016-03-22,392.75,"község","Borsod-Abaúj-Zemplén","Mezőcsáti","582","nincs","LHHK",2016
"GINOP-1.2.1-15","GINOP","Mikro, kis- és középvállalkozások termelési kapacitásainak bővítése","Gellénháza","PlasticArt Termelő és Szolgáltató Korlátolt Felelősségű Társaság","PlasticArt Kft. kapacitásfejlesztő beruházása ",2015-12-21,83.039129,"község","Zala","Zalaegerszegi","1528","nincs","nem_hatranyos_helyzetu",2015
"KEHOP-2.2.2-15","KEHOP","Felhívás a fejlesztési kötelezettséggel rendelkező települések számára szennyvízelvezetéssel és -kezeléssel kapcsolatos fejlesztések megvalósítására","Gellénháza","NFP Nemzeti Fejlesztési Programiroda Nonprofit Korlátolt Felelősségű Társaság","Gellénháza Község szennyvíztisztításának fejlesztése",2016-06-10,362,"község","Zala","Zalaegerszegi","1528","nincs","nem_hatranyos_helyzetu",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Gellénháza","GELLÉNHÁZA KÖZSÉG ÖNKORMÁNYZATA","GELLÉNHÁZA KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,7,"község","Zala","Zalaegerszegi","1528","nincs","nem_hatranyos_helyzetu",2016
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Gellénháza","Vajda József Népdalköri Egyesület","Vajda József Népdalköri Egyesület közösségi szerepvállalás elősegítése",2017-02-08,25,"község","Zala","Zalaegerszegi","1528","nincs","nem_hatranyos_helyzetu",2017
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Gelse","Fritz László egyéni vállalkozó ","Új gyártóberendezések beszerzése és napelemes rendszer telepítése asztalosipari vállalkozás fejlesztése céljából ",2015-07-23,10.15137,"község","Zala","Nagykanizsai","1076","nincs","HH",2015
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Gelse","GELSE KÖZSÉG ÖNKORMÁNYZATA","GELSE KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,7,"község","Zala","Nagykanizsai","1076","nincs","HH",2016
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Gencsapáti","Savaria Ipartechnika Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Termelési kapacitás bővítés a Savaria Ipartechnika Kft-nél",2015-05-15,43.125196,"község","Vas","Szombathelyi","2713","nincs","nem_hatranyos_helyzetu",2015
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Gencsapáti","Savaria Ipartechnika Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Kapacitásbővítő beruházás a Savaria Ipartechnika Kft-nél",2016-01-15,47.668488,"község","Vas","Szombathelyi","2713","nincs","nem_hatranyos_helyzetu",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Gencsapáti","GENCSAPÁTI KÖZSÉG ÖNKORMÁNYZATA","GENCSAPÁTI KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,6,"község","Vas","Szombathelyi","2713","nincs","nem_hatranyos_helyzetu",2016
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Gencsapáti","Péter P. Butoripari Korlátolt Felelősségű Társaság","Gyakornoki foglalkoztatás a Péter P. Bútoripari Kft-nél",2017-02-09,2.686225,"község","Vas","Szombathelyi","2713","nincs","nem_hatranyos_helyzetu",2017
"KEHOP-5.2.3-16","KEHOP","Egyházak épületenergetikai fejlesztései megújuló energiaforrás hasznosításának lehetőségével","Gerendás","Szeged-Csanádi Egyházmegye","Szeged-Csanádi Egyházmegye épületeinek energetikai felújítása",2016-11-10,180,"község","Békés","Békéscsabai","1272","nincs","HH",2016
"KEHOP-1.4.0-15","KEHOP","Árvízvédelmi fejlesztések","Gesztely","ORSZÁGOS VÍZÜGYI FŐIGAZGATÓSÁG","Sajó-Hernád árvízvédelmi fejlesztése",2016-03-08,2200,"község","Borsod-Abaúj-Zemplén","Miskolci","2723","van","nem_hatranyos_helyzetu",2016
"TOP-1.1.3-15-SB1","TOP","Helyi gazdaságfejlesztés","Geszteréd","GESZTERÉD KÖZSÉG ÖNKORMÁNYZATA","Gazdaságfejlesztés helyi piac kialakításával",2016-12-20,133.179771,"község","Szabolcs-Szatmár-Bereg","Nagykállói","1744","nincs","HH",2016
"TOP-1.3.1-15-BO1","TOP","Gazdaságfejlesztést és a munkaerő mobilitás ösztönzését szolgáló közlekedésfejlesztés ","Girincs","Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság","Közlekedésfejlesztés Borsod megyében 1.",2016-08-03,5599,"község","Borsod-Abaúj-Zemplén","Tiszaújvárosi","863","van","nem_hatranyos_helyzetu",2016
"EFOP-3.3.1-15","EFOP","Tanoda programok támogatása","Girincs","Római Katolikus Egyházközség Köröm-Girincs","Tanoda Családokkal-Girincs",2016-09-27,27.07206,"község","Borsod-Abaúj-Zemplén","Tiszaújvárosi","863","van","nem_hatranyos_helyzetu",2016
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Gulács","Első Magyar Szilvapálinka Korlátolt Felelősségű Társaság","Eszközbeszerzés és kapacitásbővítés az Első Magyar Szilvapálinka Kft-nél",2015-05-15,12.190976,"község","Szabolcs-Szatmár-Bereg","Vásárosnaményi","973","van","LHHK",2015
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Gulács","NYÍR-PLETTA Ingatlan- és Gépjárműhasznosító Korlátolt Felelősségű Társaság","A NYÍR-PLETTA Kft. kapacitás bővítése, új tevékenység bevezetése révén",2016-05-24,38.43,"község","Szabolcs-Szatmár-Bereg","Vásárosnaményi","973","van","LHHK",2016
"EFOP-3.3.1-15","EFOP","Tanoda programok támogatása","Gyarmat","Czinka Panna Roma Kulturális Egyesület","A gyarmati Czinka Panna Tanoda létrehozása és működtetése",2016-09-27,27.1616,"község","Győr-Moson-Sopron","Téti","1308","nincs","nem_hatranyos_helyzetu",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Gyarmat","GYARMAT KÖZSÉGI ÖNKORMÁNYZAT","GYARMAT KÖZSÉGI ÖNKORMÁNYZAT ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,6.999802,"község","Győr-Moson-Sopron","Téti","1308","nincs","nem_hatranyos_helyzetu",2016
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Gyarmat","REGIONÁLIS SZOCIÁLIS INTÉZMÉNYFENNTARTÓ KÖZPONT","""Összetartó közösségünk az erőnk"" Közösségfejlesztő program Gyarmaton",2017-02-08,25,"község","Győr-Moson-Sopron","Téti","1308","nincs","nem_hatranyos_helyzetu",2017
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Gyenesdiás","GYENESDIÁS NAGYKÖZSÉG ÖNKORMÁNYZATA","GYENESDIÁS NAGYKÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,7,"nagyközség","Zala","Keszthelyi","3700","nincs","nem_hatranyos_helyzetu",2016
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Gyenesdiás","Balatoni Civil Szervezetek Szövetsége","Balatoni Civil Szervezetek Szövetsége közösségi szerepvállalás erősítése",2017-02-07,25,"nagyközség","Zala","Keszthelyi","3700","nincs","nem_hatranyos_helyzetu",2017
"GINOP-1.3.1-14","GINOP","Mikro-, Kis-, és Középvállalkozások piaci megjelenésének támogatása","Gyomaendrőd","Turul Cipő Ipari és Kereskedelmi Korlátolt Felelősségű Társaság","A Turul Cipő Kft piaci megjelenésének támogatása",2015-05-05,7.175,"város","Békés","Gyomaendrődi","13133","van","HH",2015
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Gyomaendrőd (Endrőd)","KŐRöS Butoripari Korlátolt Felelősségü Társaság","Termelési kapacitás fejlesztése a Körös Bútoripari Kft-nél",2015-06-04,10.036125,"város","Békés","Gyomaendrődi","13133","van","HH",2015
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Gyomaendrőd","GYEFA Fafeldolgozó Korlátolt Felelősségű Társaság","Termelési kapacitás bővítése a GYEFA Kft-nél.",2015-06-04,19.24998,"város","Békés","Gyomaendrődi","13133","van","HH",2015
"GINOP-1.3.1-15","GINOP","Mikro-, kis- és középvállalkozások piaci megjelenésének támogatása","Gyomaendrőd","""TIVI-TECHNIKA"" Fémszerkezetgyártó és Kereskedelmi Korlátolt Felelősségű Társaság","A TIVI-TECHNIKA Kft. piacra jutásának támogatása",2015-12-18,4.05,"város","Békés","Gyomaendrődi","13133","van","HH",2015
"GINOP-1.2.1-15","GINOP","Mikro, kis- és középvállalkozások termelési kapacitásainak bővítése","Gyomaendrőd","Kompakt Trans Hungary Korlátolt Felelősségű Társaság","Termelési kapacitás bővítése a Kompakt Trans Hungary Kft.-nél",2015-12-21,99.176375,"város","Békés","Gyomaendrődi","13133","van","HH",2015
"KEHOP-1.4.0-15","KEHOP","Árvízvédelmi fejlesztések","Gyomaendrőd","ORSZÁGOS VÍZÜGYI FŐIGAZGATÓSÁG","Árvízvédelmi védvonalak mértékadó árvízszintre történő kiépítése, védvonalak terhelésének csökkentése a Körösökön",2016-03-16,3000,"város","Békés","Gyomaendrődi","13133","van","HH",2016
"GINOP-2.1.1-15","GINOP","Vállalatok K+F+I tevékenységének támogatása","Gyomaendrőd","LOURDES HONEY Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","A méhek egészségvédelme újszerű alimentációs eljárás alkalmazásával, illetve erre alapozva humánklinikai vizsgálatokkal igazoltan pozitív élettani hatású, új mézkészítmények prototípusainak kifejlesztése ",2016-08-25,334.299808,"város","Békés","Gyomaendrődi","13133","van","HH",2016
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Gyomaendrőd","LIVIEL Kereskedelmi, Felvásárló és Szolgáltató Korlátolt Felelősségű Társaság","Termelési kapacitás bővítése a LIVIEL Kft-nél.",2017-01-03,38.402872,"város","Békés","Gyomaendrődi","13133","van","HH",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Gyomaendrőd","Karamell Choco Korlátolt Felelősségű Társaság","A Karamell Choco Kft. gyakornoki projektje Gyomaendrődön (2017)",2017-02-09,18.276599,"város","Békés","Gyomaendrődi","13133","van","HH",2017
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Gyula","FÉMIPARI Acélszerkezeteket-gyártó és Szolgáltató Korlátolt Felelősségű Társaság","Technológiai fejlesztés a gyulai Fémipari Kft.-nél",2015-05-04,13.3,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2015
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Gyula","Lovász Forgácsoló Korlátolt Felelősségű Társaság","Hozzáadottérték-növelés a Lovász Forgácsoló Kft-nél",2015-06-04,89.501778,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2015
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Gyula","Gyulai Vasipari Kft.","Eszközbeszerzés és kapacitás bővítés a Gyulai Vasipari Kft-nél",2015-07-23,13.628978,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2015
"GINOP-2.1.1-15","GINOP","Vállalatok K+F+I tevékenységének támogatása","Gyula","Food Analytica Laboratóriumi és Innovációs Szolgáltató Korlátolt Felelősségű Társaság","Innovatív élelmiszerbiztonsági termék- és szolgáltatásfejlesztések a Food Analytica Kft.-nél",2016-08-25,115.137373,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2016
"KEHOP-5.2.10-16","KEHOP","Költségvetési szervek pályázatos épületenergetikai fejlesztései","Gyula","Gyulai Szakképzési Centrum ","Gyulai SZC Harruckern János Szakképző Iskolája és Kollégiuma épületenergetikai fejlesztése",2016-09-30,134.305846,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2016
"KEHOP-5.2.10-16","KEHOP","Költségvetési szervek pályázatos épületenergetikai fejlesztései","Gyula","Békés Megyei Központi Kórház","Energetikai fejlesztés a Békés Megyei Központi Kórház Mágocsi közi nővérszállóján",2016-09-30,109.048684,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2016
"KEHOP-5.2.10-16","KEHOP","Költségvetési szervek pályázatos épületenergetikai fejlesztései","Gyula","KÖRÖS-VIDÉKI VÍZÜGYI IGAZGATÓSÁG","Gyula, Nürnbergi utca 18. szálláshely épület hőtechnikai adottságainak javítása",2016-11-17,52.076696,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2016
"GINOP-1.3.1-15","GINOP","Mikro-, kis- és középvállalkozások piaci megjelenésének támogatása","Gyula","Cserenda Hungary Zártkörűen Működő Részvénytársaság","Külpiaci terjeszkedés a Cserenda Hungary Zrt-nél",2016-12-19,6.15872,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2016
"EFOP-1.2.1-15","EFOP","Védőháló a családokért","Gyula","Védő Burok Közhasznú Egyesület","Burokban a család",2016-12-23,39.998184,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2016
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Gyula","Deák és Társa Ékszer-és Iparcikk Kereskedelmi Betéti Társaság","1 fő végzett aranyműves pályakezdő foglalkoztatása a Deák és Társa Bt. műhelyében a pályakezdő szakmai ismereteinek fejlesztése érdekében.",2017-01-05,2.16002,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2017
"KEHOP-5.2.3-16","KEHOP","Egyházak épületenergetikai fejlesztései megújuló energiaforrás hasznosításának lehetőségével","Gyula","Tiszántúli Református Egyházkerület","Magvető Református Általános Iskola és Óvoda energetikai korszerűsítése",2017-01-30,100,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Gyula"," FÉMIPARI Acélszerkezeteket-gyártó és Szolgáltató Korlátolt Felelősségű Társaság","Pályakezdő gyakornok munkaerő-piaci integrációjának támogatása a Fémipari Kft. szakmai irányításával",2017-02-08,2.904897,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Gyula","Összefogás a Sérült Gyermekekért Közhasznú Egyesület","""Újra együtt"" Békés megyében!",2017-02-08,24.99996,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Gyula","Gyulai Civil Szervezetek Szövetsége","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével Gyulán",2017-02-08,24.99978,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Gyula","Védő Burok Közhasznú Egyesület","""Pont Neked!""",2017-02-08,25,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2017
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Gyula","HOTEL GYULA Korlátolt Felelősségű Társaság","Gyakornoki program megvalósítása a gyulai Családi Wellness Hotel Gyula**** Superior szállodában",2017-02-10,4.508599,"város","Békés","Gyulai","30318","van","nem_hatranyos_helyzetu",2017
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Gyulaháza","Molnár Béla","Gyulaházi Molnár fűrészüzem kapacitásbővítő beruházása",2016-07-07,33.902358,"község","Szabolcs-Szatmár-Bereg","Kisvárdai","1894","van","HH",2016
